path,start_times,end_times
/mnt/data728/datasets/coughvit-test-sets/cough-detection/33910/mov_sit/background_noise_someone_else_cough/recording_4/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/33910/mov_sit/background_noise_someone_else_cough/recording_5/outward_facing_mic.wav,[2.28],[2.695]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/33910/mov_sit/background_noise_someone_else_cough/recording_6/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/33910/mov_sit/background_noise_someone_else_cough/recording_7/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/33910/mov_sit/background_noise_someone_else_cough/recording_8/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/33910/mov_sit/background_noise_someone_else_cough/recording_9/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/33910/mov_sit/background_noise_traffic/recording_0/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/33910/mov_sit/background_noise_traffic/recording_1/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/33910/mov_sit/background_noise_traffic/recording_10/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/33910/mov_sit/background_noise_traffic/recording_11/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/33910/mov_sit/background_noise_traffic/recording_3/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/33910/mov_sit/background_noise_traffic/recording_4/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/33910/mov_sit/background_noise_traffic/recording_5/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/33910/mov_sit/background_noise_traffic/recording_6/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/33910/mov_sit/background_noise_traffic/recording_7/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/33910/mov_sit/background_noise_traffic/recording_8/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/33910/mov_sit/background_noise_traffic/recording_9/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/33910/mov_walk/background_noise_music/recording_0/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/33910/mov_walk/background_noise_music/recording_1/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/33910/mov_walk/background_noise_music/recording_10/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/33910/mov_walk/background_noise_music/recording_11/outward_facing_mic.wav,"[1.06, 1.24, 1.43, 4.33]","[1.24, 1.43, 1.845, 4.745]"
/mnt/data728/datasets/coughvit-test-sets/cough-detection/33910/mov_walk/background_noise_music/recording_2/outward_facing_mic.wav,[0.71],[1.125]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/33910/mov_walk/background_noise_music/recording_3/outward_facing_mic.wav,"[1.49, 1.67]","[1.67, 2.085]"
/mnt/data728/datasets/coughvit-test-sets/cough-detection/33910/mov_walk/background_noise_music/recording_4/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/33910/mov_walk/background_noise_music/recording_5/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/33910/mov_walk/background_noise_music/recording_6/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/33910/mov_walk/background_noise_music/recording_7/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/33910/mov_walk/background_noise_music/recording_8/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/33910/mov_walk/background_noise_music/recording_9/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/33910/mov_walk/background_noise_nothing/recording_0/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/33910/mov_walk/background_noise_nothing/recording_1/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/33910/mov_walk/background_noise_nothing/recording_10/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/33910/mov_walk/background_noise_nothing/recording_11/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/33910/mov_walk/background_noise_nothing/recording_2/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/33910/mov_walk/background_noise_nothing/recording_3/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/33910/mov_walk/background_noise_nothing/recording_4/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/33910/mov_walk/background_noise_nothing/recording_5/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/33910/mov_walk/background_noise_nothing/recording_6/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/33910/mov_walk/background_noise_nothing/recording_7/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/33910/mov_walk/background_noise_nothing/recording_8/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/33910/mov_walk/background_noise_nothing/recording_9/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/33910/mov_walk/background_noise_someone_else_cough/recording_0/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/33910/mov_walk/background_noise_someone_else_cough/recording_1/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/33910/mov_walk/background_noise_someone_else_cough/recording_10/outward_facing_mic.wav,"[1.64, 5.43, 5.62]","[2.0549999999999997, 5.62, 6.035]"
/mnt/data728/datasets/coughvit-test-sets/cough-detection/33910/mov_walk/background_noise_someone_else_cough/recording_11/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/33910/mov_walk/background_noise_someone_else_cough/recording_2/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/33910/mov_walk/background_noise_someone_else_cough/recording_4/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/33910/mov_walk/background_noise_someone_else_cough/recording_5/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/33910/mov_walk/background_noise_someone_else_cough/recording_6/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/33910/mov_walk/background_noise_someone_else_cough/recording_7/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/33910/mov_walk/background_noise_someone_else_cough/recording_8/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/33910/mov_walk/background_noise_someone_else_cough/recording_9/outward_facing_mic.wav,"[1.04, 1.27, 2.05, 4.63]","[1.27, 1.685, 2.465, 5.045]"
/mnt/data728/datasets/coughvit-test-sets/cough-detection/33910/mov_walk/background_noise_traffic/recording_0/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/33910/mov_walk/background_noise_traffic/recording_1/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/33910/mov_walk/background_noise_traffic/recording_10/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/33910/mov_walk/background_noise_traffic/recording_11/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/33910/mov_walk/background_noise_traffic/recording_2/outward_facing_mic.wav,"[2.06, 3.34]","[2.475, 3.755]"
/mnt/data728/datasets/coughvit-test-sets/cough-detection/33910/mov_walk/background_noise_traffic/recording_3/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/33910/mov_walk/background_noise_traffic/recording_4/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/33910/mov_walk/background_noise_traffic/recording_5/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/33910/mov_walk/background_noise_traffic/recording_6/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/33910/mov_walk/background_noise_traffic/recording_7/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/33910/mov_walk/background_noise_traffic/recording_8/outward_facing_mic.wav,"[0.46, 0.67]","[0.67, 1.085]"
/mnt/data728/datasets/coughvit-test-sets/cough-detection/33910/mov_walk/background_noise_traffic/recording_9/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/49393/mov_sit/background_noise_music/recording_0/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/49393/mov_sit/background_noise_music/recording_1/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/49393/mov_sit/background_noise_music/recording_10/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/49393/mov_sit/background_noise_music/recording_11/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/49393/mov_sit/background_noise_music/recording_2/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/49393/mov_sit/background_noise_music/recording_3/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/49393/mov_sit/background_noise_music/recording_4/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/49393/mov_sit/background_noise_music/recording_5/outward_facing_mic.wav,"[0.79, 2.02, 3.87]","[1.205, 2.435, 4.285]"
/mnt/data728/datasets/coughvit-test-sets/cough-detection/49393/mov_sit/background_noise_music/recording_6/outward_facing_mic.wav,"[0.83, 8.41]","[1.2449999999999999, 8.825]"
/mnt/data728/datasets/coughvit-test-sets/cough-detection/49393/mov_sit/background_noise_music/recording_7/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/49393/mov_sit/background_noise_music/recording_8/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/49393/mov_sit/background_noise_music/recording_9/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/49393/mov_sit/background_noise_nothing/recording_0/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/49393/mov_sit/background_noise_nothing/recording_1/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/49393/mov_sit/background_noise_nothing/recording_10/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/49393/mov_sit/background_noise_nothing/recording_11/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/49393/mov_sit/background_noise_nothing/recording_2/outward_facing_mic.wav,"[1.22, 2.18, 4.99]","[1.635, 2.595, 5.405]"
/mnt/data728/datasets/coughvit-test-sets/cough-detection/49393/mov_sit/background_noise_nothing/recording_3/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/49393/mov_sit/background_noise_nothing/recording_4/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/49393/mov_sit/background_noise_nothing/recording_5/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/49393/mov_sit/background_noise_nothing/recording_6/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/49393/mov_sit/background_noise_nothing/recording_7/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/49393/mov_sit/background_noise_nothing/recording_8/outward_facing_mic.wav,"[0.84, 1.02, 1.18, 2.22, 2.66, 3.81, 5.39, 7.36]","[1.02, 1.18, 1.595, 2.6350000000000002, 3.075, 4.225, 5.805, 7.775]"
/mnt/data728/datasets/coughvit-test-sets/cough-detection/49393/mov_sit/background_noise_nothing/recording_9/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/49393/mov_sit/background_noise_someone_else_cough/recording_0/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/49393/mov_sit/background_noise_someone_else_cough/recording_1/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/49393/mov_sit/background_noise_someone_else_cough/recording_10/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/49393/mov_sit/background_noise_someone_else_cough/recording_11/outward_facing_mic.wav,"[0.96, 1.12, 1.28, 1.44, 2.68, 2.85, 3.04]","[1.12, 1.28, 1.44, 1.855, 2.85, 3.04, 3.455]"
/mnt/data728/datasets/coughvit-test-sets/cough-detection/49393/mov_sit/background_noise_someone_else_cough/recording_2/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/49393/mov_sit/background_noise_someone_else_cough/recording_3/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/49393/mov_sit/background_noise_someone_else_cough/recording_4/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/49393/mov_sit/background_noise_someone_else_cough/recording_5/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/49393/mov_sit/background_noise_someone_else_cough/recording_6/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/49393/mov_sit/background_noise_someone_else_cough/recording_7/outward_facing_mic.wav,"[0.04, 0.95, 1.2, 1.36, 2.57, 4.39, 6.39, 7.96]","[0.45499999999999996, 1.2, 1.36, 1.7750000000000001, 2.985, 4.805, 6.805, 8.375]"
/mnt/data728/datasets/coughvit-test-sets/cough-detection/49393/mov_sit/background_noise_someone_else_cough/recording_8/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/49393/mov_sit/background_noise_someone_else_cough/recording_9/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/49393/mov_sit/background_noise_traffic/recording_0/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/49393/mov_sit/background_noise_traffic/recording_1/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/49393/mov_sit/background_noise_traffic/recording_10/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/49393/mov_sit/background_noise_traffic/recording_11/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/49393/mov_sit/background_noise_traffic/recording_2/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/49393/mov_sit/background_noise_traffic/recording_3/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/49393/mov_sit/background_noise_traffic/recording_4/outward_facing_mic.wav,"[1.53, 2.03, 6.76]","[1.945, 2.445, 7.175]"
/mnt/data728/datasets/coughvit-test-sets/cough-detection/49393/mov_sit/background_noise_traffic/recording_5/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/49393/mov_sit/background_noise_traffic/recording_6/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/49393/mov_sit/background_noise_traffic/recording_7/outward_facing_mic.wav,"[0.61, 0.77, 0.96, 2.11, 3.19, 3.63, 3.82, 6.55]","[0.77, 0.96, 1.375, 2.525, 3.605, 3.82, 4.234999999999999, 6.965]"
/mnt/data728/datasets/coughvit-test-sets/cough-detection/49393/mov_sit/background_noise_traffic/recording_8/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/49393/mov_sit/background_noise_traffic/recording_9/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/49393/mov_walk/background_noise_music/recording_0/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/49393/mov_walk/background_noise_music/recording_1/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/49393/mov_walk/background_noise_music/recording_10/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/49393/mov_walk/background_noise_music/recording_11/outward_facing_mic.wav,"[6.0, 6.16, 7.0]","[6.16, 6.575, 7.415]"
/mnt/data728/datasets/coughvit-test-sets/cough-detection/49393/mov_walk/background_noise_music/recording_2/outward_facing_mic.wav,"[0.44, 1.71, 1.94, 2.13, 3.15, 3.31, 4.58, 7.76, 9.57, 9.73]","[0.855, 1.94, 2.13, 2.545, 3.31, 3.725, 4.995, 8.174999999999999, 9.73, 10.145]"
/mnt/data728/datasets/coughvit-test-sets/cough-detection/49393/mov_walk/background_noise_music/recording_3/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/49393/mov_walk/background_noise_music/recording_4/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/49393/mov_walk/background_noise_music/recording_5/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/49393/mov_walk/background_noise_music/recording_6/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/49393/mov_walk/background_noise_music/recording_7/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/49393/mov_walk/background_noise_music/recording_8/outward_facing_mic.wav,"[1.11, 1.44, 2.68, 2.86, 3.05, 5.67, 5.83, 5.99, 6.15, 8.72, 8.9, 9.06]","[1.44, 1.855, 2.86, 3.05, 3.465, 5.83, 5.99, 6.15, 6.565, 8.9, 9.06, 9.475]"
/mnt/data728/datasets/coughvit-test-sets/cough-detection/49393/mov_walk/background_noise_music/recording_9/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/49393/mov_walk/background_noise_nothing/recording_0/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/49393/mov_walk/background_noise_nothing/recording_1/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/49393/mov_walk/background_noise_nothing/recording_10/outward_facing_mic.wav,"[1.08, 1.24, 1.4, 2.04, 5.27, 9.16]","[1.24, 1.4, 1.815, 2.455, 5.685, 9.575]"
/mnt/data728/datasets/coughvit-test-sets/cough-detection/49393/mov_walk/background_noise_nothing/recording_11/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/49393/mov_walk/background_noise_nothing/recording_2/outward_facing_mic.wav,"[0.21, 0.43, 0.59, 1.65, 3.38, 5.1, 5.37, 5.53]","[0.43, 0.59, 1.005, 2.065, 3.795, 5.37, 5.53, 5.945]"
/mnt/data728/datasets/coughvit-test-sets/cough-detection/49393/mov_walk/background_noise_nothing/recording_3/outward_facing_mic.wav,"[0.6, 1.06, 2.44, 3.63]","[1.015, 1.475, 2.855, 4.045]"
/mnt/data728/datasets/coughvit-test-sets/cough-detection/49393/mov_walk/background_noise_nothing/recording_4/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/49393/mov_walk/background_noise_nothing/recording_5/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/49393/mov_walk/background_noise_nothing/recording_6/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/49393/mov_walk/background_noise_nothing/recording_7/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/49393/mov_walk/background_noise_nothing/recording_8/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/49393/mov_walk/background_noise_nothing/recording_9/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/49393/mov_walk/background_noise_someone_else_cough/recording_0/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/49393/mov_walk/background_noise_someone_else_cough/recording_1/outward_facing_mic.wav,"[0.8, 2.08, 2.4, 2.56, 3.85, 5.68]","[1.215, 2.4, 2.56, 2.975, 4.265, 6.095]"
/mnt/data728/datasets/coughvit-test-sets/cough-detection/49393/mov_walk/background_noise_someone_else_cough/recording_10/outward_facing_mic.wav,"[0.43, 0.59, 0.75, 1.87]","[0.59, 0.75, 1.165, 2.285]"
/mnt/data728/datasets/coughvit-test-sets/cough-detection/49393/mov_walk/background_noise_someone_else_cough/recording_11/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/49393/mov_walk/background_noise_someone_else_cough/recording_2/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/49393/mov_walk/background_noise_someone_else_cough/recording_3/outward_facing_mic.wav,"[0.61, 1.99, 3.82, 6.66]","[1.025, 2.405, 4.234999999999999, 7.075]"
/mnt/data728/datasets/coughvit-test-sets/cough-detection/49393/mov_walk/background_noise_someone_else_cough/recording_4/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/49393/mov_walk/background_noise_someone_else_cough/recording_5/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/49393/mov_walk/background_noise_someone_else_cough/recording_6/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/49393/mov_walk/background_noise_someone_else_cough/recording_7/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/49393/mov_walk/background_noise_someone_else_cough/recording_8/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/49393/mov_walk/background_noise_someone_else_cough/recording_9/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/49393/mov_walk/background_noise_traffic/recording_0/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/49393/mov_walk/background_noise_traffic/recording_1/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/49393/mov_walk/background_noise_traffic/recording_10/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/49393/mov_walk/background_noise_traffic/recording_11/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/49393/mov_walk/background_noise_traffic/recording_2/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/49393/mov_walk/background_noise_traffic/recording_3/outward_facing_mic.wav,"[2.4, 2.58, 3.59, 5.73, 7.16]","[2.58, 2.995, 4.005, 6.1450000000000005, 7.575]"
/mnt/data728/datasets/coughvit-test-sets/cough-detection/49393/mov_walk/background_noise_traffic/recording_4/outward_facing_mic.wav,"[2.2, 2.36, 2.52, 2.68]","[2.36, 2.52, 2.68, 3.095]"
/mnt/data728/datasets/coughvit-test-sets/cough-detection/49393/mov_walk/background_noise_traffic/recording_5/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/49393/mov_walk/background_noise_traffic/recording_6/outward_facing_mic.wav,"[1.26, 2.19, 2.35, 3.45, 3.61, 7.81, 10.03]","[1.675, 2.35, 2.765, 3.61, 4.0249999999999995, 8.225, 10.444999999999999]"
/mnt/data728/datasets/coughvit-test-sets/cough-detection/49393/mov_walk/background_noise_traffic/recording_7/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/49393/mov_walk/background_noise_traffic/recording_8/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/49393/mov_walk/background_noise_traffic/recording_9/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/74534/mov_sit/background_noise_music/recording_0/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/74534/mov_sit/background_noise_music/recording_1/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/74534/mov_sit/background_noise_music/recording_10/outward_facing_mic.wav,"[0.41, 0.57, 0.97, 1.13, 2.64, 2.92, 3.08, 3.24, 3.4, 3.56, 3.88, 4.04, 5.24, 5.4, 5.65, 5.81, 5.97, 6.16, 6.32, 6.48, 7.97, 8.17, 8.33, 8.49, 8.65]","[0.57, 0.97, 1.13, 1.545, 2.92, 3.08, 3.24, 3.4, 3.56, 3.88, 4.04, 4.455, 5.4, 5.65, 5.81, 5.97, 6.16, 6.32, 6.48, 6.8950000000000005, 8.17, 8.33, 8.49, 8.65, 9.065]"
/mnt/data728/datasets/coughvit-test-sets/cough-detection/74534/mov_sit/background_noise_music/recording_11/outward_facing_mic.wav,"[0.46, 0.86, 1.02, 1.8, 3.09, 3.58, 4.1, 4.26, 5.91, 6.07, 7.2]","[0.86, 1.02, 1.435, 2.215, 3.505, 3.995, 4.26, 4.675, 6.07, 6.485, 7.615]"
/mnt/data728/datasets/coughvit-test-sets/cough-detection/74534/mov_sit/background_noise_music/recording_2/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/74534/mov_sit/background_noise_music/recording_3/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/74534/mov_sit/background_noise_music/recording_4/outward_facing_mic.wav,"[0.84, 1.0, 1.2, 1.57, 1.73, 2.16, 2.32, 3.74, 4.57, 4.73, 5.53, 5.69, 6.88]","[1.0, 1.2, 1.57, 1.73, 2.145, 2.32, 2.735, 4.155, 4.73, 5.1450000000000005, 5.69, 6.105, 7.295]"
/mnt/data728/datasets/coughvit-test-sets/cough-detection/74534/mov_sit/background_noise_music/recording_5/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/74534/mov_sit/background_noise_music/recording_6/outward_facing_mic.wav,[5.95],[6.365]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/74534/mov_sit/background_noise_music/recording_7/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/74534/mov_sit/background_noise_music/recording_8/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/74534/mov_sit/background_noise_music/recording_9/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/74534/mov_sit/background_noise_nothing/recording_0/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/74534/mov_sit/background_noise_nothing/recording_1/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/74534/mov_sit/background_noise_nothing/recording_10/outward_facing_mic.wav,[],[]
/mnt/data728/datasets/coughvit-test-sets/cough-detection/74534/mov_sit/background_noise_nothing/recording_11/outward_facing_mic.wav,[],[]
